"id","prediction_test"
1540,8.62
1542,132.723
1548,133.387
1549,228.103666666667
1551,23.3436666666667
1553,189.820333333333
1556,182.539333333333
1560,11.431
1566,92.0633333333333
1567,20.1746666666667
1568,367.858
1571,512.062666666667
1572,83.9613333333333
1578,48.0006666666667
1582,333.685333333333
1584,161.904
1590,369.132
1594,6.30733333333333
1595,13.2103333333333
1602,163.228
1604,13.3816666666667
1619,296.599
1620,207.254
1621,20.5513333333333
1622,309.847666666667
1626,5.26
1636,197.811666666667
1639,438.139666666667
1644,13.3653333333333
1645,163.666
1649,5.989
1652,12.4753333333333
1653,69.2246666666666
1656,101.772666666667
1657,163.899333333333
1659,325.431333333333
1660,46.6963333333333
1661,249.43
1664,137.333666666667
1666,65.2223333333333
1668,330.39
1669,132.899
1671,14.7946666666667
1674,397.09
1679,5.14633333333333
1687,296.585333333333
1694,156.479666666667
1695,56.9286666666667
1700,131.68
1701,140.240666666667
1702,524.895
1703,248.964666666667
1705,445.637
1708,212.584333333333
1714,126.819
1715,212.411333333333
1719,574.286666666667
1723,229.203333333333
1725,215.538666666667
1728,49.85
1730,162.163
1737,28.418
1739,799.924
1740,128.027
1743,298.819333333333
1746,699.454
1747,370.543
1748,11.491
1754,65.035
1756,64.0126666666667
1758,19.9633333333333
1759,345.905333333333
1762,641.666
1763,35.8793333333333
1764,198.007333333333
1765,113.31
1766,358.511
1767,364.655666666667
1771,646.275333333333
1773,207.153666666667
1775,112.008333333333
1776,5.629
1784,390.047
1785,102.276333333333
1786,290.856
1792,368.99
1798,191.115
1803,287.115
1805,222.336666666667
1807,137.914666666667
1809,124.820333333333
1811,3.62733333333333
1812,161.984
1816,456.306666666667
1817,423.824
1818,41.1393333333333
1819,290.370333333333
1828,127.561333333333
1829,24.7356666666667
1831,112.763333333333
1838,25.3823333333333
1844,8.119
1846,19.2353333333333
1849,77.792
1851,154.536
1856,296.131666666667
1857,7.233
1858,155.885333333333
1859,600.829
1860,146.226666666667
1864,311.179333333333
1866,199.619333333333
1875,11.4021666666667
1877,206.003666666667
1879,26.591
1881,150.663333333333
1885,121.012333333333
1886,126.961
1890,49.7276666666667
1891,67.2653333333333
1892,75.8236666666667
1893,91.5366666666667
1896,181.812
1897,130.549
1900,122.793
1909,62.0126666666667
1914,173.713333333333
1918,155.418
1922,172.830333333333
1925,49.1243333333333
1929,87.9663333333333
1930,313.151333333333
1938,13.1993333333333
1944,284.426
1954,3.457
1957,32.7936666666667
1960,499.859333333333
1961,28.1613333333333
1962,503.448
1965,85.045
1971,11.5836666666667
1973,46.2846666666667
1977,5.86966666666667
1984,13.0393333333333
1989,160.967333333333
1991,200.222666666667
1998,160.21
1999,238.879
2008,139.115666666667
2009,83.8603333333333
2010,525.045666666667
2012,169.074666666667
2014,7.47166666666666
2016,104.309333333333
2020,23.6616666666667
2026,164.048
2027,409.906
2029,74.6096666666667
2031,219.249
2034,68.649
2040,176.215666666667
2043,77.8933333333333
2044,451.594
2045,124.568666666667
2050,154.402
2052,299.847666666667
2055,63.2286666666667
2058,10.8003333333333
2061,20.4096666666667
2063,204.69
2072,388.740666666667
2075,5.51866666666667
2076,163.107
2078,323.887666666667
2086,9.04433333333333
2091,282.944
2096,213.148333333333
2101,35.147
2102,4.11233333333333
2105,276.734
2108,142.845333333333
2110,68.8
2112,84.7473333333333
2119,190.716666666667
2122,841.199666666667
2123,250.156333333333
2126,31.408
2127,167.929666666667
2128,256.497666666667
2132,120.249
2133,17.0846666666667
2138,191.553666666667
2140,144.119333333333
2142,204.754
2143,285.444666666667
2150,161.296333333333
2152,154.317666666667
2156,21.2263333333333
2163,9.714
2164,288.633333333333
2165,96.1336666666667
2168,135.866
2171,24.1326666666667
2175,20.723
2183,13.6106666666667
2184,13.0016666666667
2188,223.542666666667
2192,4.17
2194,194.206
2198,296.062666666667
2200,157.364
2201,251.952666666667
2212,61.5666666666667
2216,35.3893333333333
2218,293.480333333333
2219,460.794
2221,4.259
2223,138.966333333333
2224,161.825333333333
2232,312.132333333333
2233,689.525333333333
2234,42.703
2236,18.7246666666667
2250,141.95
2253,324.628666666667
2257,162.434333333333
2258,49.8383333333333
2259,70.1883333333333
2261,475.208333333333
2265,273.662
2269,224.491
2271,92.354
2272,99.74
2273,96.956
2275,365.688666666667
2277,121.459333333333
2278,63.5796666666667
2283,235.547
2286,52.0096666666667
2294,5.834
2298,4.09533333333333
2301,180.894666666667
2308,192.175666666667
2309,198.339666666667
2313,485.562
2320,184.978333333333
2321,65.0923333333333
2325,4.96933333333333
2326,10.25
2328,55.1216666666667
2332,717.657666666667
2333,490.582333333333
2336,151.476
2337,117.699
2341,327.676
2346,327.344666666667
2353,134.834666666667
2363,80.419
2365,308.401
2369,120.228333333333
2374,558.608
2378,17.641
2379,227.848666666667
2382,129.671666666667
2387,11.8733333333333
2388,126.215333333333
2394,16.6113333333333
2396,151.303333333333
2399,151.014666666667
2404,3.19133333333333
2409,119.436333333333
2411,264.399333333333
2412,14.563
2414,228.930333333333
2419,104.831666666667
2422,496.277333333333
2423,185.448
2424,74.259
2427,5.29666666666667
2437,203.193333333333
2442,505.788666666667
2443,724.715
2445,641.961
2447,389.692666666667
2453,525.334
2456,187.247333333333
2458,12.881
2464,464.292666666666
2465,375.383
2468,512.036666666667
2469,8.076
2470,422.591333333333
2471,5.153
2473,23.9963333333333
2477,381.839
2482,633.651333333333
2486,404.113
2492,17.44
2493,323.062333333333
2496,342.202333333333
2498,5.034
2500,88.636
2501,418.261333333333
2502,220.153
2504,322.743666666667
2505,110.972
2509,529.259333333333
2514,65.563
2515,545.454
2516,386.595333333333
2525,189.808
2527,5.14766666666667
2533,6.05166666666667
2534,341.880666666667
2538,367.475666666667
2543,559.48
2551,307.86
2554,189.556333333333
2560,242.675333333333
2562,65.128
2575,12.026
2579,94.794
2580,570.914
2582,221.325
2583,257.962666666667
2592,5.45666666666667
2593,19.2093333333333
2599,55.092
2600,156.192666666667
2601,209.501333333333
2602,378.954
2603,81.218
2607,109.343
2608,18.6083333333333
2614,352.733
2616,283.786333333333
2617,92.5646666666667
2622,33.7133333333333
2625,37.6286666666667
2626,105.667
2629,419.280333333333
2637,804.928
2639,7.69633333333333
2640,172.146666666667
2645,389.875
2646,258.118333333333
2649,149.917666666667
2650,302.310666666667
2656,243.761
2657,326.034
2661,3.52066666666667
2669,374.976
2673,759.451666666667
2675,175.169333333333
2676,164.779333333333
2679,65.6583333333333
2680,86.1103333333333
2682,134.854333333333
2684,181.472333333333
2685,314.423333333333
2688,18.46
2690,685.274333333333
2691,150.079666666667
2692,4.19066666666667
2693,154.027
2696,313.398333333333
2698,60.3376666666667
2700,277.177666666667
2704,15.782
2708,101.521333333333
2711,92.422
2712,180.748666666667
2713,64.4183333333333
2714,398.97
2718,42.04
2719,10.7326666666667
2720,53.0613333333333
2721,100.029333333333
2723,142.734
2724,563.736333333333
2729,344.700666666667
2730,515.819
2732,84.5493333333333
2733,349.214333333333
2741,224.027333333333
2742,100.304666666667
2744,314.183666666667
2749,313.713
2750,163.976
2751,2.02833333333333
2767,233.476
2775,5.57666666666667
2782,13.2966666666667
2785,22.5723333333333
2786,1.748
2787,4.32466666666667
2794,10.79
2795,119.825666666667
2796,60.4703333333333
2799,94.1643333333334
2801,80.5773333333333
2802,115.528666666667
2804,162.899666666667
2805,148.031333333333
2808,135.838
2809,212.300666666667
2810,144.23
2812,309.308
2813,673.356
2824,16.9393333333333
2825,160.301
2836,5.6
2842,507.542666666667
2843,11.1753333333333
2845,160.888666666667
2846,131.549666666667
2850,5.03066666666667
2858,228.548666666667
2860,543.459
2861,2.11833333333333
2863,3.86033333333333
2867,323.937666666667
2868,5.39166666666666
2870,217.823333333333
2874,255.097
2878,56.408
2879,165.185666666667
2880,252.317
2881,167.040333333333
2882,300.291333333333
2885,118.069666666667
2886,228.184666666667
2893,12.264
2895,187.917333333333
2900,171.631333333333
2904,57.0303333333333
2906,87.9336666666667
2908,321.265666666667
2909,5.10566666666667
2912,35.052
2917,31.6363333333333
2919,252.464
2921,21.255
2922,136.504666666667
2926,233.101666666667
2929,386.962666666667
2930,267.065
2934,161.402666666667
2944,747.192666666667
2953,108.674666666667
2958,252.514333333333
2960,3.977
2961,183.662666666667
2967,115.784666666667
2968,3.18533333333333
2970,192.53
2972,314.616333333333
2973,8.95733333333334
2974,8.80066666666667
2981,22.1843333333333
2986,131.489
2987,92.994
2989,1.94133333333333
2991,4.761
2998,82.0013333333333
3000,179.567333333333
3001,475.979
3005,4.48933333333333
3008,315.151
3009,435.026666666667
3011,94.207
3012,132.543333333333
3014,7.14633333333333
3015,182.094
3016,298.771666666667
3017,218.965666666667
3018,17.481
3021,5.668
3024,211.315
3026,4.58333333333333
3030,413.967666666667
3034,56.2113333333333
3037,68.6996666666667
3038,156.328666666667
3041,8.327
3047,144.126
3050,644.983666666667
3052,30.9546666666667
3060,213.092
3072,372.432333333333
3076,171.341
3077,34.1786666666667
3086,384.932333333333
3089,150.409
3093,1.892
3095,4.44466666666667
3097,310.22
3098,19.5833333333333
3107,233.256333333333
3113,465.362
3116,62.0276666666667
3119,276.18
3128,279.139666666667
3131,240.856
3132,557.769666666667
3133,244.894
3147,270.221
3148,126.114333333333
3149,280.224666666667
3150,16.4763333333333
3151,154.938333333333
3157,279.451666666667
3158,24.5406666666667
3159,197.554
3164,17.2846666666667
3166,27.213
3168,22.0663333333333
3170,248.232
3174,225.463
3176,241.384
3180,332.032333333333
3193,318.337666666667
3197,125.602333333333
3198,27.7126666666667
3201,375.003333333333
3206,10.7006666666667
3207,265.142666666667
3219,7.30933333333333
3222,64.3326666666667
3223,4.97066666666666
3232,15.168
3234,7.79133333333333
3238,108.589666666667
3240,25.4146666666667
3244,10.266
3249,579.456666666667
3258,322.944333333333
3262,96.924
3268,252.199666666667
3270,350.328666666667
3272,373.419666666667
3280,234.896333333333
3287,161.122
3288,8.492
3293,163.212666666667
3294,137.902333333333
3295,186.202666666667
3299,38.666
3302,284.137333333333
3304,81.126
3306,16.7076666666667
3307,73.8956666666667
3314,469.215666666667
3315,5.16966666666667
3319,11.1596666666667
3320,128.273333333333
3324,20.5456666666667
3326,139.588333333333
3331,241.844333333333
3335,43.2013333333333
3341,221.133666666667
3344,66.5803333333333
3349,158.034333333333
3356,108.767666666667
3361,320.316333333333
3362,155.813333333333
3363,107.602666666667
3366,3.41766666666667
3369,71.7146666666667
3370,391.841333333333
3374,148.683666666667
3376,424.042333333333
3377,261.778
3379,226.240666666667
3381,116.123
3383,423.744333333333
3385,186.935
3386,21.7586666666667
3387,147.961666666667
3391,248.689333333333
3393,766.906666666667
3396,76.1876666666667
3403,588.188
3406,326.813666666667
3407,19.3433333333333
3412,317.616666666667
3418,171.85
3426,118.272333333333
3430,257.067
3432,25.0883333333333
3434,133.592666666667
3439,313.516666666667
3441,161.641333333333
3450,720.325333333333
3451,286.119333333333
3456,36.783
3460,213.501666666667
3461,219.852333333333
3464,615.416333333333
3473,256.066333333333
3474,153.250666666667
3476,70.4956666666667
3485,274.916333333333
3487,426.277
3490,85.2383333333333
3508,312.538333333333
3512,215.367
3513,194.265666666667
3514,465.874333333333
3519,248.414
3521,236.736666666667
3533,306.516
3537,302.608666666667
3545,256.460666666667
3548,44.129
3550,284.093666666667
3553,16.0886666666667
3567,279.002
3571,347.184
3587,161.419666666667
3595,448.709666666667
3601,440.1
3603,235.976333333333
3606,343.252333333333
3614,536.051666666667
3616,313.398333333333
3617,14.2116666666667
3618,221.262
3622,15.3363333333333
3626,57.46
3627,118.779
3635,4.51066666666666
3636,13.3483333333333
3637,241.957
3640,77.064
3641,161.952666666667
3645,132.731333333333
3652,417.133
3656,347.903666666667
3658,316.761
3659,168.276
3666,146.58
3668,304.673
3671,18.1153333333333
3675,424.822666666667
3680,189.593333333333
3689,13.2536666666667
3692,159.030666666667
3696,63.7943333333333
3701,182.157
3705,117.371333333333
3706,206.445666666667
3709,411.783
3710,153.967
3716,27.4546666666667
3721,161.267333333333
3724,15.3696666666667
3726,80.4213333333333
3732,8.721
3735,26.7463333333333
3746,457.019
3747,340.058333333333
3751,5.03133333333333
3752,148.353666666667
3753,36.567
3756,5.39366666666667
3762,493.668333333333
3763,6.019
3772,48.0096666666667
3775,391.821333333333
3776,306.38
3783,307.517
3785,3.49133333333333
3787,73.1713333333333
3790,201.379
3798,487.856
3800,196.855333333333
3803,20.9696666666667
3804,428.138333333333
3806,159.978
3808,442.062666666667
3809,475.647333333333
3810,125.495666666667
3814,115.572
3817,376.052333333333
3818,177.254666666667
3826,286.565666666667
3829,680.436
3832,400.735333333333
3834,24.7656666666667
3835,23.8123333333333
3837,363.606666666667
3843,508.535666666666
3852,56.505
3856,257.784666666667
3860,122.228666666667
3862,366.877666666667
3863,65.335
3870,194.093333333333
3876,11.7926666666667
3880,6.98266666666667
3890,51.8473333333333
3898,194.661333333333
3905,81.9876666666667
3914,5.47133333333333
3917,197.178
3920,319.267
3922,87.5176666666667
3928,392.819666666667
3930,536.642666666667
3934,124.785
3935,88.495
3939,166.521333333333
3955,16.1743333333333
3958,270.091333333333
3959,97.5993333333333
3960,5.34033333333333
3968,19.6286666666667
3969,268.726666666667
3970,59.1023333333333
3973,26.0263333333333
3974,439.065
3975,160.153
3981,284.899
3983,254.413333333333
3993,50.579
3996,62.4833333333333
3997,341.395
4000,151.981333333333
4007,364.097
4010,138.300666666667
4021,6.752
4032,2.35633333333333
4034,4.498
4035,305.166666666667
4037,134.492666666667
4038,256.529
4044,350.704
4047,346.584333333333
4049,19.2086666666667
4052,88.9826666666667
4054,181.164666666667
4055,108.506333333333
4056,233.654
4058,174.378333333333
4059,188.957
4061,83.14
4062,557.702666666667
4067,527.846
4069,414.449
4075,77.8313333333333
4082,205.091
4086,88.4243333333333
4087,206.571333333333
4089,15.9203333333333
4093,18.8563333333333
4097,205.704
4103,248.084333333333
4104,192.254666666667
4111,66.3596666666667
4112,5.20833333333333
4117,71.5663333333333
4119,540.364333333333
4122,243.215
4124,157.670666666667
4126,160.121666666667
4128,258.455666666667
4132,68.1066666666667
4135,139.652333333333
4137,16.3713333333333
4143,57.8973333333333
4148,443.296666666667
4150,43.1736666666667
4151,207.689
4155,320.796333333333
4156,50.2256666666667
4157,272.075
4163,454.544
4165,347.329
4166,294.945333333333
4167,269.968333333333
4169,115.728
4178,289.191
4179,403.261
4189,140.829333333333
4190,188.742333333333
4205,203.538
4209,16.0013333333333
4212,9.395
4215,4.65633333333333
4217,416.486666666667
4219,596.115666666667
4222,224.980666666667
4230,11.317
4237,8.265
4248,329.226
4253,467.75
4268,456.676
4269,671.405333333333
4279,528.613
4281,146.980666666667
4284,213.643
4287,41.8113333333333
4290,194.585666666667
4296,215.144
4300,74.6113333333333
4304,286.481
4305,164.883
4310,118.745333333333
4316,133.070333333333
4317,11.8353333333333
4319,28.0656666666667
4320,335.678666666667
4324,72.8056666666667
4327,3.87233333333333
4328,9.55466666666667
4335,137.312333333333
4340,616.379666666667
4341,50.9723333333333
4347,386.292666666667
4349,227.962
4353,31.6576666666667
4355,86.4346666666667
4357,8.79
4358,4.292
4361,37.7893333333333
4363,35.2933333333333
4364,400.287666666667
4370,24.7513333333333
4374,88.9266666666667
4376,303.146333333333
4378,30.1503333333333
4379,323.094666666667
4380,97.792
4383,333.968333333333
4385,344.130333333333
4387,126.339
4390,606.643333333333
4392,121.298333333333
4393,65.5086666666667
4396,15.7273333333333
4402,160.466
4408,104.654666666667
4410,234.535333333333
4416,225.112333333333
4417,390.906
4418,70.1203333333333
4419,576.113333333333
4425,76.259
4429,167.109333333333
4430,584.457333333333
4431,6.41933333333333
4433,125.06
4437,73.295
4439,608.079333333333
4440,252.975333333333
4442,37.2283333333333
4443,5.87333333333333
4445,485.323333333333
4448,330.642
4450,51.4823333333333
4452,564.848
4456,175.415
4461,86.1316666666666
4463,321.561666666667
4468,391.616333333333
4473,198.896666666667
4476,583.556333333333
4481,6.30666666666666
4486,91.4296666666666
4490,138.711333333333
4493,429.441666666667
4501,118.373333333333
4504,357.937666666667
4505,148.605666666667
4507,48.2793333333333
4511,382.879666666667
4512,545.791333333333
4514,130.493666666667
4516,175.362666666667
4520,156.319
4521,196.237333333333
4524,86.8033333333333
4525,29.4663333333333
4527,196.469
4531,313.885
4532,349.499
4533,40.2986666666667
4539,126.479
4541,281.59
4544,63.8473333333333
4546,750.048666666667
4547,250.738666666667
4548,609.734666666667
4550,11.0823333333333
4552,220.32
4555,738.351333333333
4559,101.694333333333
4561,142.115666666667
4563,189.51
4564,898.619333333333
4566,44.5543333333333
4573,83.5156666666667
4574,21.8583333333333
4578,174.222
4579,323.218666666667
4583,601.079666666667
4584,19.5426666666667
4585,5.04566666666667
4588,175.437666666667
4597,71.7656666666667
4600,130.879
4601,106.924333333333
4603,159.682666666667
4606,103.863666666667
4607,239.189
4609,188.019
4611,28.584
4612,240.234
4615,49.625
4628,164.483666666667
4632,215.638666666667
4633,327.504666666667
4639,13.0726666666667
4640,524.574
4642,88.2076666666667
4645,6.19133333333333
4646,617.838
4647,81.568
4650,223.608
4653,31.7413333333333
4655,91.6613333333333
4656,271.915666666667
4659,66.3476666666667
4661,5.494
4664,18.9783333333333
4665,72.8423333333333
4668,84.0186666666667
4670,347.581666666667
4674,360.374
4676,329.942666666667
4679,103.866666666667
4680,99.322
4685,181.764333333333
4686,126.516
4689,18.4976666666667
4692,166.344
4698,152.602666666667
4699,207.795333333333
4703,326.134333333333
4704,322.701666666667
4708,135.936333333333
4710,230.641
4712,104.457
4715,192.584666666667
4716,70.859
4721,342.764333333333
4722,303.879
4724,392.559333333333
4732,211.738
4742,250.705333333333
4744,276.415333333333
4747,553.365333333333
4748,116.527
4749,389.427333333333
4750,272.836571428571
4757,9.30033333333333
4760,9.83633333333333
4765,23.56
4766,11.995
4767,351.362333333333
4769,343.561
4772,320.906333333333
4774,369.084
4779,130.567666666667
4780,308.956
4781,164.652666666667
4782,510.655666666667
4811,29.29
4813,146.45
4818,149.878
4823,2.817
4833,566.425
4834,197.743
4836,62.952
4837,8.963
4838,114.527
4839,538.464333333333
4841,123.941333333333
4843,189.427666666667
4845,179.089
4850,243.247333333333
4851,57.05
4853,122.952666666667
4855,244.259666666667
4857,151.706333333333
4861,5.02666666666667
4862,662.741
4876,27.4203333333333
4877,158.003666666667
4879,239.055
4880,532.875
4881,230.778333333333
4887,5.34733333333333
4889,5.85866666666667
4903,192.924333333333
4904,46.6933333333333
4911,184.509666666667
4918,94.3713333333334
4919,293.233666666667
4925,208.896333333333
4929,120.963666666667
4932,65.799
4937,284.231
4940,9.019
4942,242.182333333333
4945,71.7146666666667
4954,327.826666666667
4964,116.657666666667
4974,144.327
4975,14.0796666666667
4976,6.89533333333333
4978,327.456333333333
4981,417.197666666667
4983,203.141333333333
4985,180.544
4987,101.531333333333
4996,77.716
5000,164.261
5002,732.832333333333
5005,571.782333333333
5006,192.513
5007,130.875
5010,240.873666666667
5011,286.023
5012,418.044523809524
5016,213.709
5019,259.403666666667
5022,124.885333333333
5028,105.184666666667
5033,33.2006666666667
5034,39.7243333333333
5035,157.813
5036,7.25433333333333
5040,7.139
5043,125.177666666667
5045,311.180333333333
5047,71.231
5058,89.092
5059,5.13533333333333
5060,40.151
5061,619.202666666667
5064,110.455666666667
5065,127.597
5066,219.445
5067,188.283333333333
5069,435.574333333333
5075,235.282
5077,94.9036666666667
5080,45.2246666666667
5081,6.84366666666667
5083,5.185
5084,29.267
5086,321.247666666667
5087,294.864333333333
5088,46.0153333333333
5092,396.072666666667
5096,59.945
5098,138.604333333333
5111,12.9676666666667
5114,76.6096666666667
5116,316.257333333333
5119,364.102
5123,332.016
5128,144.059
5131,283.668333333333
5137,241.45
5138,79.9863333333333
5142,372.744333333333
5144,399.194666666667
5148,62.864
5150,257.934
5156,189.443
5161,309.706666666667
5162,369.579666666667
5165,82.9613333333334
5167,123.040666666667
5170,37.6183333333333
5172,150.630666666667
